,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_bracket
712,28,Self-emp-not-inc,159548,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
713,27,Self-emp-not-inc,74926,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
714,40,Self-emp-inc,236917,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,<=50K
715,61,Self-emp-not-inc,123983,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,45,Japan,<=50K
716,31,Self-emp-not-inc,150283,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
717,47,Self-emp-not-inc,298635,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,Philippines,>50K
718,17,Private,271933,11th,7,Never-married,Sales,Other-relative,White,Female,0,0,2,United-States,<=50K
719,62,?,341846,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
720,50,Private,404449,Masters,14,Separated,Prof-specialty,Unmarried,White,Female,0,0,35,United-States,>50K
721,23,Private,73203,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,>50K
722,47,Private,216972,9th,5,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
723,30,Private,377018,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,45,United-States,>50K
724,48,Private,43705,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,<=50K
725,38,Private,122651,Some-college,10,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
726,21,Private,159021,HS-grad,9,Never-married,Sales,Own-child,White,Male,2174,0,40,United-States,<=50K
727,62,Private,457402,Some-college,10,Widowed,Adm-clerical,Other-relative,White,Female,0,0,30,Mexico,<=50K
728,44,Private,200190,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
729,33,Private,85733,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
730,59,Private,35330,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
731,37,Private,305304,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
732,19,Private,260938,7th-8th,4,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
733,26,?,199609,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,25,United-States,<=50K
734,61,Private,167138,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,30,United-States,<=50K
735,21,Private,52781,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K
736,35,Private,117363,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,99999,0,35,United-States,>50K
737,30,State-gov,215110,Bachelors,13,Divorced,Sales,Not-in-family,Black,Male,0,0,60,United-States,<=50K
738,20,Private,176321,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
739,21,Private,110420,Bachelors,13,Never-married,Sales,Not-in-family,Black,Male,0,0,50,United-States,<=50K
740,34,Private,180382,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,65,United-States,>50K
741,53,Private,197841,11th,7,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,52,United-States,>50K
742,37,Private,227497,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
743,20,Private,259087,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
744,48,Private,297847,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K
745,50,Self-emp-inc,202745,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
746,36,Private,223235,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,Mexico,<=50K
747,44,Private,357145,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
748,50,Private,253370,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States,<=50K
749,34,Private,180339,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,>50K
750,27,Private,53942,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
751,25,Private,123934,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,42,United-States,<=50K
752,46,Private,156608,Some-college,10,Never-married,Farming-fishing,Unmarried,White,Female,0,0,40,United-States,<=50K
753,58,Private,303501,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
754,53,Private,114874,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K
755,19,Private,419513,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
756,24,Private,315834,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
757,32,Private,308205,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,Mexico,<=50K
758,53,Private,398986,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
759,28,Private,274020,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
760,60,Private,118523,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
761,39,Local-gov,20014,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,>50K
762,24,Private,167615,HS-grad,9,Never-married,Armed-Forces,Not-in-family,White,Male,0,0,15,United-States,<=50K
763,39,Self-emp-inc,231193,Bachelors,13,Separated,Exec-managerial,Unmarried,White,Female,0,0,15,United-States,<=50K
764,29,State-gov,362883,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
765,23,Private,178948,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
766,43,Private,59146,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,>50K
767,22,Private,101140,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
768,45,Self-emp-not-inc,202197,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,Puerto-Rico,<=50K
769,69,Private,204009,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,2597,0,40,United-States,<=50K
770,44,Self-emp-not-inc,176839,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
771,25,Private,233639,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,42,United-States,<=50K
772,55,Self-emp-inc,190115,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
773,62,Self-emp-not-inc,29396,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K
774,47,Federal-gov,159755,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,50,United-States,>50K
775,50,Self-emp-not-inc,344040,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Female,0,0,48,United-States,<=50K
776,42,Self-emp-not-inc,79797,Prof-school,15,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Japan,>50K
777,26,?,174500,7th-8th,4,Never-married,?,Unmarried,White,Female,0,0,40,United-States,<=50K
778,23,Private,245193,Masters,14,Never-married,Sales,Own-child,White,Male,0,0,60,United-States,<=50K
779,35,Private,348473,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
780,18,Private,144592,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,50,United-States,<=50K
781,35,Private,258078,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
782,17,?,69640,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,>50K
783,45,Private,206520,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1977,40,United-States,>50K
784,72,Private,51259,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
785,27,Private,323790,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,>50K
786,39,Private,169092,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
787,42,Private,25069,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,15024,0,40,United-States,>50K
788,42,Private,189808,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,Jamaica,>50K
789,30,Federal-gov,222637,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,17,Mexico,<=50K
790,46,Private,107656,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
791,27,Private,127833,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
792,35,Private,249315,9th,5,Never-married,Craft-repair,Own-child,White,Male,0,0,60,United-States,<=50K
793,23,?,150406,Some-college,10,Never-married,?,Not-in-family,Black,Male,0,0,20,United-States,<=50K
794,35,Private,48520,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
795,60,Private,205733,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,47,United-States,>50K
796,24,Private,220115,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Female,0,2206,40,United-States,<=50K
797,24,Private,66248,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
798,31,Private,72594,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
799,42,Private,32732,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
800,54,Private,304110,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,>50K
801,33,Private,187046,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
802,34,Private,296537,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
803,61,Local-gov,70985,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,<=50K
804,28,Private,114758,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K
805,33,Private,198759,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
806,67,Local-gov,271012,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
807,49,Private,134413,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
808,17,Private,89554,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States,<=50K
809,54,Private,462255,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,40,United-States,>50K
810,53,Private,181020,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2415,40,United-States,>50K
811,18,Private,226717,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,10,United-States,<=50K
812,29,Private,34616,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,>50K
813,55,Self-emp-inc,195681,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,?,<=50K
814,26,Private,117833,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
815,52,Private,75891,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Female,0,0,48,United-States,<=50K
816,36,Private,600359,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
817,33,Private,416119,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
818,59,Local-gov,199336,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,>50K
819,58,Local-gov,266287,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
820,57,Self-emp-not-inc,90614,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
821,26,Private,1301860,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
822,39,State-gov,236917,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
823,42,Self-emp-inc,209149,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,45,United-States,>50K
824,33,Self-emp-inc,184846,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,>50K
825,42,Local-gov,258550,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
826,44,Local-gov,188154,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
827,34,Self-emp-not-inc,233651,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
828,41,Self-emp-not-inc,171615,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,<=50K
829,35,Self-emp-inc,195157,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
830,45,Self-emp-not-inc,374716,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2415,40,United-States,<=50K
831,38,Self-emp-not-inc,260669,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,99999,0,55,United-States,>50K
832,19,Private,47170,11th,7,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
833,54,?,89622,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,<=50K
834,45,Private,202745,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States,<=50K
835,35,Private,563883,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
836,18,Private,153489,7th-8th,4,Never-married,Other-service,Unmarried,White,Female,0,0,18,United-States,>50K
837,30,?,161443,Some-college,10,Never-married,?,Own-child,White,Male,0,1590,15,United-States,<=50K
838,61,Private,135019,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
839,21,?,31042,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,20,United-States,<=50K
840,52,Private,165315,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
841,35,Private,228960,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
842,43,Private,180884,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
843,53,Private,93869,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
844,61,Private,251905,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Canada,<=50K
845,42,Private,272997,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,49,United-States,<=50K
846,25,Private,257042,11th,7,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
847,29,Private,111891,9th,5,Never-married,Priv-house-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
848,20,Private,25953,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
849,43,Private,60331,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
850,50,Private,128562,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
851,21,Private,111387,HS-grad,9,Never-married,Transport-moving,Other-relative,White,Male,0,0,50,United-States,<=50K
852,25,Private,356838,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Canada,<=50K
853,33,Private,53206,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
854,49,Private,188185,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
855,25,Private,327886,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
856,26,Private,99651,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
857,33,Private,135786,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
858,38,Private,88991,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,England,>50K
859,26,Private,271807,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
860,30,Local-gov,76768,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
861,29,Private,168472,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
862,40,Private,178644,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
863,43,Local-gov,487415,Bachelors,13,Separated,Exec-managerial,Unmarried,White,Female,0,0,43,United-States,<=50K
864,29,Private,38434,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
865,32,Private,162882,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
866,57,Private,149040,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
867,28,Private,110426,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
868,20,State-gov,112780,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,United-States,<=50K
869,45,Self-emp-inc,190511,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
870,51,Private,231193,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
871,42,State-gov,23673,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
872,22,Private,111700,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
873,18,Private,183801,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K
874,29,Private,272476,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K
875,24,Private,52781,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,>50K
876,32,Private,258666,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
877,51,Private,167482,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,60,United-States,<=50K
878,32,Private,118787,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
879,30,Self-emp-not-inc,149736,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
880,50,Self-emp-not-inc,177578,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,White,Male,99999,0,40,United-States,>50K
881,35,Private,55272,HS-grad,9,Never-married,Craft-repair,Own-child,White,Female,0,0,40,United-States,<=50K
882,24,Private,254293,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
883,31,Private,152427,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
884,67,Local-gov,305413,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
885,32,Federal-gov,189216,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
886,50,Private,125892,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
887,21,Private,185908,Some-college,10,Never-married,Other-service,Other-relative,White,Male,0,0,30,Canada,<=50K
888,18,Private,141663,12th,8,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
889,47,?,403910,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,40,Philippines,>50K
890,49,Self-emp-not-inc,115784,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,35,United-States,>50K
891,28,Self-emp-not-inc,306515,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
892,49,Self-emp-not-inc,192384,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
893,51,Self-emp-not-inc,170039,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
894,18,Private,56331,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,32,United-States,<=50K
895,30,?,147653,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
896,21,Private,111161,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,25,United-States,<=50K
897,29,Private,22145,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
898,41,Private,112754,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
899,31,Private,163921,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
900,38,Private,152453,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Mexico,>50K
901,46,Private,268804,Bachelors,13,Never-married,Sales,Not-in-family,Black,Male,0,0,50,United-States,<=50K
902,53,Private,211804,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
903,23,Private,205418,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
904,30,Private,305304,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K
905,38,Private,111949,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
906,26,Private,209109,11th,7,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
907,37,Private,342494,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States,>50K
908,43,State-gov,73883,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
909,37,Private,143808,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
910,30,Private,176992,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,50,United-States,<=50K
911,43,Private,194096,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,<=50K
912,19,Private,165040,HS-grad,9,Never-married,?,Not-in-family,Black,Female,0,0,40,United-States,<=50K
913,40,Private,186150,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,7688,0,45,United-States,>50K
914,45,Private,138692,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
915,37,Private,162162,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
916,61,Private,160019,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
917,43,Private,334016,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
918,27,Private,589813,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,10,United-States,<=50K
919,29,Private,27408,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Female,0,0,40,United-States,<=50K
920,45,Private,140985,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,United-States,>50K
921,30,State-gov,252935,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
922,37,Local-gov,182117,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2377,35,United-States,<=50K
923,32,Private,201742,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
924,55,Local-gov,299197,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States,<=50K
925,55,Self-emp-inc,154076,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
926,28,Private,277082,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
927,17,Private,35633,Bachelors,13,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,48,United-States,<=50K
928,26,Private,190228,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
929,60,Private,218407,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Female,0,1887,40,United-States,>50K
930,21,Private,131994,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,15,United-States,<=50K
931,38,Self-emp-inc,330816,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,<=50K
932,30,Private,304960,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298,1977,42,United-States,>50K
933,45,Self-emp-not-inc,100304,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K
934,75,Self-emp-inc,315423,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,<=50K
935,18,Self-emp-not-inc,436006,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
936,34,State-gov,137367,Some-college,10,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,45,Philippines,<=50K
937,43,Federal-gov,385640,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,48,Mexico,>50K
938,20,Private,157262,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
939,34,Local-gov,185203,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
940,39,Self-emp-inc,95040,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,1602,40,United-States,<=50K
941,27,Private,189803,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Black,Female,0,0,40,Jamaica,<=50K
942,35,Private,142182,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,44,United-States,<=50K
943,23,Private,185556,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Female,0,0,60,United-States,<=50K
944,43,Local-gov,255582,Some-college,10,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40,United-States,<=50K
945,63,Self-emp-inc,143912,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,<=50K
946,25,Self-emp-not-inc,191777,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,20,United-States,<=50K
947,24,Private,209384,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
948,27,Private,187768,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
